,91_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.001058176121423595
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5825845424863422
NDCGk,0.23656418268495227
global AUC,0.9113505688817772
global NDCG,0.5137614481856623
prediction time (sec),17.620975017547607
training time (sec),477.3050014972687
