,52_HAN
ACC,0.9863013698630136
AUC,0.5
Fscore,0.0003800289612777521
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6640756309918061
NDCGk,0.1975368959252907
global AUC,0.9338872611028821
global NDCG,0.35486601522446626
prediction time (sec),0.6007659435272217
training time (sec),268.4405779838562
