,22_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.001275415751734456
HR@10,0.012919896640826873
HR@2,0.002583979328165375
HR@5,0.007751937984496124
Lin's AUC,0.880744313263497
NDCGk,0.22959284121827672
global AUC,0.9745623500280702
global NDCG,0.7508081691870782
prediction time (sec),0.08787417411804199
training time (sec),2701.1685013771057
