,39_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.001230311555273665
HR@10,0.025839793281653745
HR@2,0.00516795865633075
HR@5,0.012919896640826873
Lin's AUC,0.8737662300027437
NDCGk,0.21614233888194992
global AUC,0.9729166678873543
global NDCG,0.7827564442772745
prediction time (sec),0.0737152099609375
training time (sec),2687.3873357772827
