,40_ALSWR
ACC,0.21308016877637131
AUC,0.5074987684914345
Fscore,0.0013655396717659573
HR@10,0.002109704641350211
HR@2,0.0
HR@5,0.0
Lin's AUC,0.24751436778031222
NDCGk,0.24796571586711397
global AUC,0.2722782426807918
global NDCG,0.451928241519727
prediction time (sec),0.04358482360839844
training time (sec),24.793769598007202
