,26_ALSWR
ACC,0.2088607594936709
AUC,0.5077734801038236
Fscore,0.001311519969282653
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.23538828902605485
NDCGk,0.2476792605351712
global AUC,0.2677991974061388
global NDCG,0.4526030565084177
prediction time (sec),0.029610872268676758
training time (sec),21.2851243019104
