,6_ALSWR
ACC,0.6822510822510822
AUC,0.6321172103260136
Fscore,0.0002836254094487932
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6165101078308919
NDCGk,0.1951902170717491
global AUC,0.6961905452451287
global NDCG,0.617481339264293
prediction time (sec),0.5035488605499268
training time (sec),125.98964095115662
