,99_ALSWR
ACC,0.6718614718614718
AUC,0.6352804030214578
Fscore,0.0002784939766810991
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6064937055596057
NDCGk,0.19268612466265198
global AUC,0.6853066945784521
global NDCG,0.6244973659110025
prediction time (sec),0.3937950134277344
training time (sec),111.62961053848267
