,68_PMF
ACC,0.6649159663865546
AUC,0.5824601387107486
Fscore,0.00035493018259761264
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5908444244813587
NDCGk,0.20006591526590578
global AUC,0.6616647422305377
global NDCG,0.49069141102882274
prediction time (sec),0.13664937019348145
training time (sec),53.30300951004028
