,39_PMF
ACC,0.6407563025210085
AUC,0.5722118410061701
Fscore,0.0003599825256405573
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5721625275585697
NDCGk,0.20372825422769397
global AUC,0.6380241047379521
global NDCG,0.4872781592181235
prediction time (sec),0.11281156539916992
training time (sec),53.83425331115723
