,5_PMF
ACC,0.6785714285714286
AUC,0.5802604661476357
Fscore,0.00041041646424195844
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5851366927181096
NDCGk,0.19601838256471815
global AUC,0.6744860366747565
global NDCG,0.4950234791591905
prediction time (sec),0.10274267196655273
training time (sec),54.60424017906189
