,94_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.0011619280726890377
HR@10,0.0103359173126615
HR@2,0.00516795865633075
HR@5,0.0103359173126615
Lin's AUC,0.7702961509871622
NDCGk,0.23377417989642688
global AUC,0.9556981234921195
global NDCG,0.6264832017818266
prediction time (sec),0.02174854278564453
training time (sec),15.779293298721313
