,50_ALSWR
ACC,0.22990353697749197
AUC,0.5113086108440171
Fscore,0.0003090774395830884
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.18273612870098835
NDCGk,0.17166902848410595
global AUC,0.2731886144709672
global NDCG,0.45822815493569274
prediction time (sec),0.21462273597717285
training time (sec),99.996910572052
