,6_ALSWR
ACC,0.21382636655948553
AUC,0.5013532359436657
Fscore,0.0002850113432776001
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.17218811813662788
NDCGk,0.1672670655680461
global AUC,0.2580506574503277
global NDCG,0.4601339130422618
prediction time (sec),0.20455694198608398
training time (sec),76.34671330451965
