,31_ALSWR
ACC,0.21382636655948553
AUC,0.5000812638269289
Fscore,0.00028342545426959554
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.1693220374478801
NDCGk,0.16762416835349767
global AUC,0.25993935010206876
global NDCG,0.45694537799830737
prediction time (sec),0.21649408340454102
training time (sec),72.68135380744934
