,34_LibMF
ACC,1.0
AUC,0.5
Fscore,0.0016093121817278074
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.23319196357452862
NDCGk,0.24373850691828056
global AUC,0.9018895741201067
global NDCG,0.5003411456993592
prediction time (sec),0.0026345252990722656
training time (sec),13.955601692199707
