,68_DRRS
ACC,0.710204081632653
AUC,0.6133327510821382
Fscore,0.001090838784447569
HR@10,0.006122448979591836
HR@2,0.004081632653061225
HR@5,0.004081632653061225
Lin's AUC,0.6671416723502684
NDCGk,0.26258238255340743
global AUC,0.6979814056449589
global NDCG,0.560844632825724
prediction time (sec),0.09962248802185059
training time (sec),1784.6809422969818
