,43_DRRS
ACC,0.7244897959183674
AUC,0.6132503661811811
Fscore,0.0010791052978826182
HR@10,0.006122448979591836
HR@2,0.004081632653061225
HR@5,0.004081632653061225
Lin's AUC,0.668810103442107
NDCGk,0.25192117428667926
global AUC,0.710028576216959
global NDCG,0.5526737021446644
prediction time (sec),0.0650327205657959
training time (sec),1546.604881286621
