,72_DRRS
ACC,0.7244897959183674
AUC,0.6095998576367744
Fscore,0.001093874146156811
HR@10,0.006122448979591836
HR@2,0.0
HR@5,0.004081632653061225
Lin's AUC,0.6545219801958748
NDCGk,0.25093688039630807
global AUC,0.709013103867087
global NDCG,0.5291695808224283
prediction time (sec),0.0877523422241211
training time (sec),1594.5539600849152
