,97_DRRS
ACC,0.7183673469387755
AUC,0.611679761667144
Fscore,0.0009364436284587709
HR@10,0.006122448979591836
HR@2,0.004081632653061225
HR@5,0.004081632653061225
Lin's AUC,0.6413895056685402
NDCGk,0.2540940554394816
global AUC,0.7032795148176028
global NDCG,0.54216833040935
prediction time (sec),0.08274698257446289
training time (sec),1683.7615406513214
