,87_NIMCGCN
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5225650477872581
NDCGk,0.27890988615983525
global AUC,0.8965104738749851
global NDCG,0.4836695380292128
prediction time (sec),17.79407024383545
training time (sec),459.95965552330017
