,40_LibMF
ACC,0.974025974025974
AUC,0.5
Fscore,0.0001742713210227415
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.16120928434303258
NDCGk,0.16927849884780605
global AUC,0.9002798850978015
global NDCG,0.4917809892598085
prediction time (sec),0.018042325973510742
training time (sec),63.873754262924194
