,32_LibMF
ACC,0.974025974025974
AUC,0.5
Fscore,0.0001817677349411535
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.15907328166159354
NDCGk,0.1707927933150007
global AUC,0.9001986462520554
global NDCG,0.4924303270352528
prediction time (sec),0.025753498077392578
training time (sec),65.06831407546997
