,18_BNNR
ACC,0.964319248826291
AUC,0.5
Fscore,0.00042072828816225495
HR@10,0.004868549172346641
HR@2,0.0019474196689386564
HR@5,0.0029211295034079843
Lin's AUC,0.7317401754766358
NDCGk,0.1870480311936072
global AUC,0.9422252076286871
global NDCG,0.6120108107250601
prediction time (sec),0.2871897220611572
training time (sec),7260.573007822037
