,64_BNNR
ACC,0.964319248826291
AUC,0.5
Fscore,0.00042072828816225495
HR@10,0.006815968841285297
HR@2,0.0019474196689386564
HR@5,0.0038948393378773127
Lin's AUC,0.7231051671890134
NDCGk,0.1870480311936072
global AUC,0.9407811795056391
global NDCG,0.6142116355752584
prediction time (sec),0.28372716903686523
training time (sec),21934.757135868073
