,73_BNNR
ACC,0.964319248826291
AUC,0.5
Fscore,0.00042072828816225495
HR@10,0.005842259006815969
HR@2,0.0009737098344693282
HR@5,0.0019474196689386564
Lin's AUC,0.7242484937581447
NDCGk,0.1870480311936072
global AUC,0.9414120877484528
global NDCG,0.6124284826313654
prediction time (sec),0.3286724090576172
training time (sec),21758.67281484604
