,8_PMF
ACC,0.4919614147909968
AUC,0.5054931053984241
Fscore,0.00021436599649809072
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4946840219238137
NDCGk,0.1770412981337545
global AUC,0.4894560710277313
global NDCG,0.46240415258999373
prediction time (sec),0.1363217830657959
training time (sec),67.65046715736389
