,37_PMF
ACC,0.502411575562701
AUC,0.5186330743458184
Fscore,0.00022413599809350084
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4975769955200958
NDCGk,0.18074328994049546
global AUC,0.5034538681564675
global NDCG,0.4667919654043236
prediction time (sec),0.13538908958435059
training time (sec),72.23259735107422
