,6_LogisticMF
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6241013471708227
NDCGk,0.22372748513658097
global AUC,0.9249529353055179
global NDCG,0.5360436464487273
prediction time (sec),0.03982210159301758
training time (sec),15.315093755722046
