,71_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5610993324789971
NDCGk,0.24538664018780795
global AUC,0.9091874250531077
global NDCG,0.4673740489364151
prediction time (sec),11.485023021697998
training time (sec),126.6980185508728
