,85_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.10781287648601567
NDCGk,0.1773132460734375
global AUC,0.8727447717803817
global NDCG,0.2897812095040237
prediction time (sec),778.112297296524
training time (sec),7879.125940322876
