,52_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.19206793807846667
NDCGk,0.1773132460734375
global AUC,0.8876879362167087
global NDCG,0.3006837265386286
prediction time (sec),713.9091627597809
training time (sec),7312.381396532059
