,77_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.2521021871878662
NDCGk,0.1773132460734375
global AUC,0.9145538229231488
global NDCG,0.3084853046926511
prediction time (sec),755.211843252182
training time (sec),7713.190611124039
