,18_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.16473600209969425
NDCGk,0.1773132460734375
global AUC,0.8867021124471863
global NDCG,0.30333696550993827
prediction time (sec),771.4308488368988
training time (sec),7827.922736406326
