,90_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.0007040814017660435
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4551431205279403
NDCGk,0.1973090813890886
global AUC,0.893512984618732
global NDCG,0.47810039488262973
prediction time (sec),31.826372861862183
training time (sec),349.53463888168335
