,80_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.0005933617341118088
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5591750979233752
NDCGk,0.20445632575485045
global AUC,0.9158558441658126
global NDCG,0.4977184303683028
prediction time (sec),31.719416618347168
training time (sec),345.53159403800964
