,50_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.021739130434782608
HR@2,0.005434782608695652
HR@5,0.010869565217391304
Lin's AUC,0.554793133829948
NDCGk,0.1773132460734375
global AUC,0.9106345575324146
global NDCG,0.4077710290022877
prediction time (sec),0.5777449607849121
training time (sec),65552.55168533325
