,52_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.021739130434782608
HR@2,0.005434782608695652
HR@5,0.016304347826086956
Lin's AUC,0.5673929457562519
NDCGk,0.1773132460734375
global AUC,0.9141734522886307
global NDCG,0.40900384876546764
prediction time (sec),0.5770530700683594
training time (sec),65406.583255290985
