,25_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.021739130434782608
HR@2,0.005434782608695652
HR@5,0.005434782608695652
Lin's AUC,0.5614995150095391
NDCGk,0.1773132460734375
global AUC,0.913786005736865
global NDCG,0.40251842982388436
prediction time (sec),0.5809531211853027
training time (sec),65638.32018613815
