,20_PMF
ACC,0.5352112676056338
AUC,0.5291359818619209
Fscore,0.00044469219763028784
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5249449158782515
NDCGk,0.1893506185615861
global AUC,0.5338084040203658
global NDCG,0.4696451091199129
prediction time (sec),0.08713412284851074
training time (sec),74.8817720413208
