,59_PMF
ACC,0.5305164319248826
AUC,0.5231488394955004
Fscore,0.00045233622765068743
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5217171719812347
NDCGk,0.18926660505701
global AUC,0.5313120268094924
global NDCG,0.46994400900960026
prediction time (sec),0.08771896362304688
training time (sec),54.22498822212219
