,13_PMF
ACC,0.5370892018779343
AUC,0.5225495854533552
Fscore,0.0004492899071676965
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5223259429913658
NDCGk,0.1901693343243687
global AUC,0.5345652045619586
global NDCG,0.4698670801567081
prediction time (sec),0.14322638511657715
training time (sec),84.18871259689331
