,79_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.001319065955184729
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4678672895619028
NDCGk,0.22996072462786565
global AUC,0.8952412512053459
global NDCG,0.4904691826730102
prediction time (sec),2.830266237258911
training time (sec),808.814738035202
