,91_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.001058176121423595
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.46325895492957114
NDCGk,0.23656418268495227
global AUC,0.8926165467287499
global NDCG,0.48708727393591245
prediction time (sec),2.934523582458496
training time (sec),798.03959441185
