,75_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.0011299169792576308
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.46999698407628776
NDCGk,0.24562889809174535
global AUC,0.8927082706452232
global NDCG,0.4877274567635338
prediction time (sec),2.964728593826294
training time (sec),797.2144842147827
