,25_SimpleBinaryClassifier
ACC,1.0
AUC,0.5
Fscore,0.001343504261453923
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4458694125312106
NDCGk,0.2284474733653487
global AUC,0.8901073916056157
global NDCG,0.48279960034623043
prediction time (sec),2.8933141231536865
training time (sec),773.6982862949371
