,99_FastaiCollabWrapper
ACC,1.0
AUC,0.5
Fscore,0.0011395845079989345
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5065138490506519
NDCGk,0.22247872576621358
global AUC,0.9017629735418781
global NDCG,0.4964754855122652
prediction time (sec),32.54687738418579
training time (sec),382.00541830062866
