,19_LibMF
ACC,1.0
AUC,0.5
Fscore,0.0018876231996239703
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.2571035529741251
NDCGk,0.27890988615983525
global AUC,0.9013342547377343
global NDCG,0.49440369250840177
prediction time (sec),0.0030260086059570312
training time (sec),20.029083967208862
