,56_DDA_SKF
ACC,0.5426356589147286
AUC,0.5266366998803321
Fscore,0.0013855820611091286
HR@10,0.00516795865633075
HR@2,0.0
HR@5,0.002583979328165375
Lin's AUC,0.5262167048828242
NDCGk,0.2461613873818182
global AUC,0.5523177968963956
global NDCG,0.5268453702553018
prediction time (sec),0.027609825134277344
training time (sec),301.1761920452118
