,3_DDA_SKF
ACC,0.5710594315245479
AUC,0.5184366368653669
Fscore,0.0010531519547049865
HR@10,0.002583979328165375
HR@2,0.002583979328165375
HR@5,0.002583979328165375
Lin's AUC,0.538621279164417
NDCGk,0.2379891674938189
global AUC,0.574121752967603
global NDCG,0.5165362851422668
prediction time (sec),0.027469158172607422
training time (sec),296.0189690589905
