,55_HAN
ACC,1.0
AUC,0.5
Fscore,0.0006044671571646468
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7149885708911937
NDCGk,0.20051228489705009
global AUC,0.9470562934090554
global NDCG,0.5443957843098545
prediction time (sec),0.2151648998260498
training time (sec),567.562527179718
