,32_HAN
ACC,1.0
AUC,0.5
Fscore,0.0006503793385400636
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7431724937927793
NDCGk,0.20743989673407343
global AUC,0.9526470602449453
global NDCG,0.5586258594946972
prediction time (sec),0.20163989067077637
training time (sec),561.9186336994171
