,75_HAN
ACC,1.0
AUC,0.5
Fscore,0.0007003530378975345
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7082984457851257
NDCGk,0.20437218261448836
global AUC,0.9469410607989185
global NDCG,0.5496010067733843
prediction time (sec),0.26979708671569824
training time (sec),563.2275483608246
