,20_MBiRW
ACC,0.975609756097561
AUC,0.5019170272835327
Fscore,0.0003734194760000211
HR@10,0.025
HR@2,0.0
HR@5,0.0
Lin's AUC,0.7259190409364203
NDCGk,0.22462827571123642
global AUC,0.9620230880269887
global NDCG,0.4233459495774693
prediction time (sec),0.544891357421875
training time (sec),2427.8907482624054
