,78_MBiRW
ACC,1.0
AUC,0.5025403617406138
Fscore,0.000546314912900281
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6906830609829308
NDCGk,0.1822094690522474
global AUC,0.9580501957116443
global NDCG,0.4140619085472113
prediction time (sec),0.530029296875
training time (sec),2402.9855704307556
