,54_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.4913374992878994
NDCGk,0.22372748513658097
global AUC,0.9100936607223012
global NDCG,0.5199013733278623
prediction time (sec),0.016784191131591797
training time (sec),564.6826024055481
