,6_BNNR
ACC,1.0
AUC,0.5
Fscore,0.0011326870492737902
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.5107691272530027
NDCGk,0.22372748513658097
global AUC,0.9124814249578861
global NDCG,0.519715650888188
prediction time (sec),0.03184390068054199
training time (sec),579.8801245689392
