,26_HAN
ACC,1.0
AUC,0.5
Fscore,0.0013696047257913894
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.6866742513383863
NDCGk,0.22517772782172776
global AUC,0.9348714922520309
global NDCG,0.5302930539959136
prediction time (sec),0.12080955505371094
training time (sec),871.11576795578
