,46_DRRS
ACC,0.8733850129198967
AUC,0.6613071119095371
Fscore,0.0018645026241355402
HR@10,0.0103359173126615
HR@2,0.002583979328165375
HR@5,0.007751937984496124
Lin's AUC,0.8304914747001342
NDCGk,0.26201868165565
global AUC,0.8646775137381759
global NDCG,0.7069097356559921
prediction time (sec),0.012740612030029297
training time (sec),670.2545793056488
