,89_DRRS
ACC,0.8811369509043928
AUC,0.6656870313265882
Fscore,0.0016824575918913006
HR@10,0.020671834625323
HR@2,0.00516795865633075
HR@5,0.012919896640826873
Lin's AUC,0.8348317926885037
NDCGk,0.2556607953942321
global AUC,0.8706144218529358
global NDCG,0.7383402791160327
prediction time (sec),0.013734817504882812
training time (sec),748.166731595993
