,3_DRRS
ACC,0.8423772609819121
AUC,0.6546157066264057
Fscore,0.0014175808283606133
HR@10,0.007751937984496124
HR@2,0.0
HR@5,0.002583979328165375
Lin's AUC,0.8253806725884725
NDCGk,0.2476178356483599
global AUC,0.8356997094093972
global NDCG,0.6962183472473336
prediction time (sec),0.01233220100402832
training time (sec),659.9659359455109
