,95_DRRS
ACC,0.8888888888888888
AUC,0.658029514084681
Fscore,0.0021116427047723407
HR@10,0.015503875968992248
HR@2,0.002583979328165375
HR@5,0.007751937984496124
Lin's AUC,0.8679949700568548
NDCGk,0.2511758896546171
global AUC,0.8824443003056576
global NDCG,0.7343732398278617
prediction time (sec),0.013586997985839844
training time (sec),747.7239012718201
