,13_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.009287925696594427
HR@2,0.0030959752321981426
HR@5,0.0030959752321981426
Lin's AUC,0.8552048324228283
NDCGk,0.24538664018780795
global AUC,0.9620728747715565
global NDCG,0.6304452253166958
prediction time (sec),0.03576946258544922
training time (sec),823.8327145576477
