,95_MBiRW
ACC,1.0
AUC,0.5
Fscore,0.004049670655826028
HR@10,0.015479876160990712
HR@2,0.0030959752321981426
HR@5,0.0030959752321981426
Lin's AUC,0.8408224716465271
NDCGk,0.24538664018780795
global AUC,0.956911328680097
global NDCG,0.6290733649073178
prediction time (sec),0.032689571380615234
training time (sec),1019.61283659935
